id,name,stat_name,base_stat,effort
389,torterra,special-defense,85,0
389,torterra,speed,56,0
390,chimchar,attack,58,0
390,chimchar,defense,44,0
390,chimchar,hp,44,0
390,chimchar,special-attack,58,0
390,chimchar,special-defense,44,0
390,chimchar,speed,61,1
391,monferno,attack,78,0
391,monferno,defense,52,0
391,monferno,hp,64,0
391,monferno,special-attack,78,1
391,monferno,special-defense,52,0
391,monferno,speed,81,1
392,infernape,attack,104,1
392,infernape,defense,71,0
392,infernape,hp,76,0
392,infernape,special-attack,104,1
392,infernape,special-defense,71,0
392,infernape,speed,108,1
393,piplup,attack,51,0
393,piplup,defense,53,0
393,piplup,hp,53,0
393,piplup,special-attack,61,1
393,piplup,special-defense,56,0
393,piplup,speed,40,0
394,prinplup,attack,66,0
394,prinplup,defense,68,0
394,prinplup,hp,64,0
394,prinplup,special-attack,81,2
394,prinplup,special-defense,76,0
394,prinplup,speed,50,0
395,empoleon,attack,86,0
395,empoleon,defense,88,0
395,empoleon,hp,84,0
395,empoleon,special-attack,111,3
395,empoleon,special-defense,101,0
395,empoleon,speed,60,0
396,starly,attack,55,0
396,starly,defense,30,0
396,starly,hp,40,0
396,starly,special-attack,30,0
396,starly,special-defense,30,0
396,starly,speed,60,1
397,staravia,attack,75,0
397,staravia,defense,50,0
397,staravia,hp,55,0
397,staravia,special-attack,40,0
397,staravia,special-defense,40,0
397,staravia,speed,80,2
398,staraptor,attack,120,3
398,staraptor,defense,70,0
398,staraptor,hp,85,0
398,staraptor,special-attack,50,0
398,staraptor,special-defense,60,0
398,staraptor,speed,100,0
399,bidoof,attack,45,0
399,bidoof,defense,40,0
399,bidoof,hp,59,1
399,bidoof,special-attack,35,0
399,bidoof,special-defense,40,0
399,bidoof,speed,31,0
400,bibarel,attack,85,2
400,bibarel,defense,60,0
400,bibarel,hp,79,0
400,bibarel,special-attack,55,0
400,bibarel,special-defense,60,0
400,bibarel,speed,71,0
401,kricketot,attack,25,0
401,kricketot,defense,41,1
401,kricketot,hp,37,0
401,kricketot,special-attack,25,0
401,kricketot,special-defense,41,0
401,kricketot,speed,25,0
402,kricketune,attack,85,2
402,kricketune,defense,51,0
402,kricketune,hp,77,0
402,kricketune,special-attack,55,0
402,kricketune,special-defense,51,0
402,kricketune,speed,65,0
403,shinx,attack,65,1
403,shinx,defense,34,0
403,shinx,hp,45,0
403,shinx,special-attack,40,0
403,shinx,special-defense,34,0
403,shinx,speed,45,0
404,luxio,attack,85,2
404,luxio,defense,49,0
404,luxio,hp,60,0
404,luxio,special-attack,60,0
404,luxio,special-defense,49,0
404,luxio,speed,60,0
405,luxray,attack,120,3
405,luxray,defense,79,0
405,luxray,hp,80,0
405,luxray,special-attack,95,0
405,luxray,special-defense,79,0
405,luxray,speed,70,0
406,budew,attack,30,0
406,budew,defense,35,0
406,budew,hp,40,0
406,budew,special-attack,50,1
406,budew,special-defense,70,0
406,budew,speed,55,0
407,roserade,attack,70,0
407,roserade,defense,65,0
407,roserade,hp,60,0
407,roserade,special-attack,125,3
407,roserade,special-defense,105,0
407,roserade,speed,90,0
408,cranidos,attack,125,1
408,cranidos,defense,40,0
408,cranidos,hp,67,0
408,cranidos,special-attack,30,0
408,cranidos,special-defense,30,0
408,cranidos,speed,58,0
409,rampardos,attack,165,2
409,rampardos,defense,60,0
409,rampardos,hp,97,0
409,rampardos,special-attack,65,0
409,rampardos,special-defense,50,0
409,rampardos,speed,58,0
410,shieldon,attack,42,0
410,shieldon,defense,118,1
410,shieldon,hp,30,0
410,shieldon,special-attack,42,0
410,shieldon,special-defense,88,0
410,shieldon,speed,30,0
411,bastiodon,attack,52,0
411,bastiodon,defense,168,2
411,bastiodon,hp,60,0
411,bastiodon,special-attack,47,0
411,bastiodon,special-defense,138,0
411,bastiodon,speed,30,0
412,burmy,attack,29,0
412,burmy,defense,45,0
412,burmy,hp,40,0
412,burmy,special-attack,29,0
412,burmy,special-defense,45,1
412,burmy,speed,36,0
413,wormadam-plant,attack,59,0
413,wormadam-plant,defense,85,0
413,wormadam-plant,hp,60,0
413,wormadam-plant,special-attack,79,0
413,wormadam-plant,special-defense,105,2
413,wormadam-plant,speed,36,0
414,mothim,attack,94,1
414,mothim,defense,50,0
414,mothim,hp,70,0
414,mothim,special-attack,94,1
414,mothim,special-defense,50,0
414,mothim,speed,66,0
415,combee,attack,30,0
415,combee,defense,42,0
415,combee,hp,30,0
415,combee,special-attack,30,0
415,combee,special-defense,42,0
415,combee,speed,70,1
416,vespiquen,attack,80,0
416,vespiquen,defense,102,1
416,vespiquen,hp,70,0
416,vespiquen,special-attack,80,0
416,vespiquen,special-defense,102,1
416,vespiquen,speed,40,0
417,pachirisu,attack,45,0
417,pachirisu,defense,70,0
417,pachirisu,hp,60,0
417,pachirisu,special-attack,45,0
417,pachirisu,special-defense,90,0
417,pachirisu,speed,95,1
418,buizel,attack,65,0
418,buizel,defense,35,0
418,buizel,hp,55,0
418,buizel,special-attack,60,0
418,buizel,special-defense,30,0
418,buizel,speed,85,1
419,floatzel,attack,105,0
419,floatzel,defense,55,0
419,floatzel,hp,85,0
419,floatzel,special-attack,85,0
419,floatzel,special-defense,50,0
419,floatzel,speed,115,2
420,cherubi,attack,35,0
420,cherubi,defense,45,0
420,cherubi,hp,45,0
420,cherubi,special-attack,62,1
420,cherubi,special-defense,53,0
420,cherubi,speed,35,0
421,cherrim,attack,60,0
421,cherrim,defense,70,0
421,cherrim,hp,70,0
421,cherrim,special-attack,87,2
421,cherrim,special-defense,78,0
421,cherrim,speed,85,0
422,shellos,attack,48,0
422,shellos,defense,48,0
422,shellos,hp,76,1
422,shellos,special-attack,57,0
422,shellos,special-defense,62,0
422,shellos,speed,34,0
423,gastrodon,attack,83,0
423,gastrodon,defense,68,0
423,gastrodon,hp,111,2
423,gastrodon,special-attack,92,0
423,gastrodon,special-defense,82,0
423,gastrodon,speed,39,0
424,ambipom,attack,100,0
424,ambipom,defense,66,0
424,ambipom,hp,75,0
424,ambipom,special-attack,60,0
424,ambipom,special-defense,66,0
424,ambipom,speed,115,2
425,drifloon,attack,50,0
425,drifloon,defense,34,0
425,drifloon,hp,90,1
425,drifloon,special-attack,60,0
425,drifloon,special-defense,44,0
425,drifloon,speed,70,0
426,drifblim,attack,80,0
426,drifblim,defense,44,0
426,drifblim,hp,150,2
426,drifblim,special-attack,90,0
426,drifblim,special-defense,54,0
426,drifblim,speed,80,0
427,buneary,attack,66,0
427,buneary,defense,44,0
427,buneary,hp,55,0
427,buneary,special-attack,44,0
427,buneary,special-defense,56,0
427,buneary,speed,85,1
428,lopunny,attack,76,0
428,lopunny,defense,84,0
428,lopunny,hp,65,0
428,lopunny,special-attack,54,0
428,lopunny,special-defense,96,0
428,lopunny,speed,105,2
429,mismagius,attack,60,0
429,mismagius,defense,60,0
429,mismagius,hp,60,0
429,mismagius,special-attack,105,1
429,mismagius,special-defense,105,1
429,mismagius,speed,105,0
430,honchkrow,attack,125,2
430,honchkrow,defense,52,0
430,honchkrow,hp,100,0
430,honchkrow,special-attack,105,0
430,honchkrow,special-defense,52,0
430,honchkrow,speed,71,0
431,glameow,attack,55,0
431,glameow,defense,42,0
431,glameow,hp,49,0
431,glameow,special-attack,42,0
431,glameow,special-defense,37,0
431,glameow,speed,85,1
432,purugly,attack,82,0
432,purugly,defense,64,0
432,purugly,hp,71,0
432,purugly,special-attack,64,0
432,purugly,special-defense,59,0
432,purugly,speed,112,2
433,chingling,attack,30,0
433,chingling,defense,50,0
433,chingling,hp,45,0
433,chingling,special-attack,65,1
433,chingling,special-defense,50,0
433,chingling,speed,45,0
434,stunky,attack,63,0
434,stunky,defense,47,0
434,stunky,hp,63,0
434,stunky,special-attack,41,0
434,stunky,special-defense,41,0
434,stunky,speed,74,1
435,skuntank,attack,93,0
435,skuntank,defense,67,0
435,skuntank,hp,103,2
435,skuntank,special-attack,71,0
435,skuntank,special-defense,61,0
435,skuntank,speed,84,0
436,bronzor,attack,24,0
436,bronzor,defense,86,1
436,bronzor,hp,57,0
436,bronzor,special-attack,24,0
436,bronzor,special-defense,86,0
436,bronzor,speed,23,0
437,bronzong,attack,89,0
437,bronzong,defense,116,1
437,bronzong,hp,67,0
437,bronzong,special-attack,79,0
437,bronzong,special-defense,116,1
437,bronzong,speed,33,0
438,bonsly,attack,80,0
438,bonsly,defense,95,1
438,bonsly,hp,50,0
438,bonsly,special-attack,10,0
438,bonsly,special-defense,45,0
438,bonsly,speed,10,0
439,mime-jr,attack,25,0
439,mime-jr,defense,45,0
439,mime-jr,hp,20,0
439,mime-jr,special-attack,70,0
439,mime-jr,special-defense,90,1
439,mime-jr,speed,60,0
440,happiny,attack,5,0
440,happiny,defense,5,0
440,happiny,hp,100,1
440,happiny,special-attack,15,0
440,happiny,special-defense,65,0
440,happiny,speed,30,0
441,chatot,attack,65,1
441,chatot,defense,45,0
441,chatot,hp,76,0
441,chatot,special-attack,92,0
441,chatot,special-defense,42,0
441,chatot,speed,91,0
442,spiritomb,attack,92,0
442,spiritomb,defense,108,1
442,spiritomb,hp,50,0
442,spiritomb,special-attack,92,0
442,spiritomb,special-defense,108,1
442,spiritomb,speed,35,0
443,gible,attack,70,1
443,gible,defense,45,0
443,gible,hp,58,0
443,gible,special-attack,40,0
443,gible,special-defense,45,0
443,gible,speed,42,0
444,gabite,attack,90,2
444,gabite,defense,65,0
444,gabite,hp,68,0
444,gabite,special-attack,50,0
444,gabite,special-defense,55,0
444,gabite,speed,82,0
445,garchomp,attack,130,3
445,garchomp,defense,95,0
445,garchomp,hp,108,0
445,garchomp,special-attack,80,0
445,garchomp,special-defense,85,0
445,garchomp,speed,102,0
446,munchlax,attack,85,0
446,munchlax,defense,40,0
446,munchlax,hp,135,1
446,munchlax,special-attack,40,0
446,munchlax,special-defense,85,0
446,munchlax,speed,5,0
447,riolu,attack,70,1
447,riolu,defense,40,0
447,riolu,hp,40,0
447,riolu,special-attack,35,0
447,riolu,special-defense,40,0
447,riolu,speed,60,0
448,lucario,attack,110,1
448,lucario,defense,70,0
448,lucario,hp,70,0
448,lucario,special-attack,115,1
448,lucario,special-defense,70,0
448,lucario,speed,90,0
449,hippopotas,attack,72,0
449,hippopotas,defense,78,1
449,hippopotas,hp,68,0
449,hippopotas,special-attack,38,0
449,hippopotas,special-defense,42,0
449,hippopotas,speed,32,0
450,hippowdon,attack,112,0
450,hippowdon,defense,118,2
450,hippowdon,hp,108,0
450,hippowdon,special-attack,68,0
450,hippowdon,special-defense,72,0
450,hippowdon,speed,47,0
451,skorupi,attack,50,0
451,skorupi,defense,90,1
451,skorupi,hp,40,0
451,skorupi,special-attack,30,0
451,skorupi,special-defense,55,0
451,skorupi,speed,65,0
452,drapion,attack,90,0
452,drapion,defense,110,2
452,drapion,hp,70,0
452,drapion,special-attack,60,0
452,drapion,special-defense,75,0
452,drapion,speed,95,0
453,croagunk,attack,61,1
453,croagunk,defense,40,0
453,croagunk,hp,48,0
453,croagunk,special-attack,61,0
453,croagunk,special-defense,40,0
453,croagunk,speed,50,0
454,toxicroak,attack,106,2
454,toxicroak,defense,65,0
454,toxicroak,hp,83,0
454,toxicroak,special-attack,86,0
454,toxicroak,special-defense,65,0
454,toxicroak,speed,85,0
455,carnivine,attack,100,2
455,carnivine,defense,72,0
455,carnivine,hp,74,0
455,carnivine,special-attack,90,0
455,carnivine,special-defense,72,0
455,carnivine,speed,46,0
456,finneon,attack,49,0
456,finneon,defense,56,0
456,finneon,hp,49,0
456,finneon,special-attack,49,0
456,finneon,special-defense,61,0
456,finneon,speed,66,1
457,lumineon,attack,69,0
457,lumineon,defense,76,0
457,lumineon,hp,69,0
457,lumineon,special-attack,69,0
457,lumineon,special-defense,86,0
457,lumineon,speed,91,2
458,mantyke,attack,20,0
458,mantyke,defense,50,0
458,mantyke,hp,45,0
458,mantyke,special-attack,60,0
458,mantyke,special-defense,120,1
458,mantyke,speed,50,0
459,snover,attack,62,1
459,snover,defense,50,0
459,snover,hp,60,0
459,snover,special-attack,62,0
459,snover,special-defense,60,0
459,snover,speed,40,0
460,abomasnow,attack,92,1
460,abomasnow,defense,75,0
460,abomasnow,hp,90,0
460,abomasnow,special-attack,92,1
460,abomasnow,special-defense,85,0
460,abomasnow,speed,60,0
461,weavile,attack,120,1
461,weavile,defense,65,0
461,weavile,hp,70,0
461,weavile,special-attack,45,0
461,weavile,special-defense,85,0
461,weavile,speed,125,1
462,magnezone,attack,70,0
462,magnezone,defense,115,0
462,magnezone,hp,70,0
462,magnezone,special-attack,130,3
462,magnezone,special-defense,90,0
462,magnezone,speed,60,0
463,lickilicky,attack,85,0
463,lickilicky,defense,95,0
463,lickilicky,hp,110,3
463,lickilicky,special-attack,80,0
463,lickilicky,special-defense,95,0
463,lickilicky,speed,50,0
464,rhyperior,attack,140,3
464,rhyperior,defense,130,0
464,rhyperior,hp,115,0
464,rhyperior,special-attack,55,0
464,rhyperior,special-defense,55,0
464,rhyperior,speed,40,0
465,tangrowth,attack,100,0
465,tangrowth,defense,125,2
465,tangrowth,hp,100,0
465,tangrowth,special-attack,110,0
465,tangrowth,special-defense,50,0
465,tangrowth,speed,50,0
466,electivire,attack,123,3
466,electivire,defense,67,0
466,electivire,hp,75,0
466,electivire,special-attack,95,0
466,electivire,special-defense,85,0
466,electivire,speed,95,0
467,magmortar,attack,95,0
467,magmortar,defense,67,0
467,magmortar,hp,75,0
467,magmortar,special-attack,125,3
467,magmortar,special-defense,95,0
467,magmortar,speed,83,0
468,togekiss,attack,50,0
468,togekiss,defense,95,0
468,togekiss,hp,85,0
468,togekiss,special-attack,120,2
468,togekiss,special-defense,115,1
468,togekiss,speed,80,0
469,yanmega,attack,76,2
469,yanmega,defense,86,0
469,yanmega,hp,86,0
469,yanmega,special-attack,116,0
469,yanmega,special-defense,56,0
469,yanmega,speed,95,0
470,leafeon,attack,110,0
470,leafeon,defense,130,2
470,leafeon,hp,65,0
470,leafeon,special-attack,60,0
470,leafeon,special-defense,65,0
470,leafeon,speed,95,0
471,glaceon,attack,60,0
471,glaceon,defense,110,0
471,glaceon,hp,65,0
471,glaceon,special-attack,130,2
471,glaceon,special-defense,95,0
471,glaceon,speed,65,0
472,gliscor,attack,95,0
472,gliscor,defense,125,2
472,gliscor,hp,75,0
472,gliscor,special-attack,45,0
472,gliscor,special-defense,75,0
472,gliscor,speed,95,0
473,mamoswine,attack,130,3
473,mamoswine,defense,80,0
473,mamoswine,hp,110,0
473,mamoswine,special-attack,70,0
473,mamoswine,special-defense,60,0
473,mamoswine,speed,80,0
474,porygon-z,attack,80,0
474,porygon-z,defense,70,0
474,porygon-z,hp,85,0
474,porygon-z,special-attack,135,3
474,porygon-z,special-defense,75,0
474,porygon-z,speed,90,0
475,gallade,attack,125,3
475,gallade,defense,65,0
475,gallade,hp,68,0
475,gallade,special-attack,65,0
475,gallade,special-defense,115,0
475,gallade,speed,80,0
476,probopass,attack,55,0
476,probopass,defense,145,1
476,probopass,hp,60,0
476,probopass,special-attack,75,0
476,probopass,special-defense,150,2
476,probopass,speed,40,0
477,dusknoir,attack,100,0
477,dusknoir,defense,135,1
477,dusknoir,hp,45,0
477,dusknoir,special-attack,65,0
477,dusknoir,special-defense,135,2
477,dusknoir,speed,45,0
478,froslass,attack,80,0
478,froslass,defense,70,0
478,froslass,hp,70,0
478,froslass,special-attack,80,0
478,froslass,special-defense,70,0
478,froslass,speed,110,2
479,rotom,attack,50,0
479,rotom,defense,77,0
479,rotom,hp,50,0
479,rotom,special-attack,95,1
479,rotom,special-defense,77,0
479,rotom,speed,91,1
480,uxie,attack,75,0
480,uxie,defense,130,2
480,uxie,hp,75,0
480,uxie,special-attack,75,0
480,uxie,special-defense,130,1
480,uxie,speed,95,0
481,mesprit,attack,105,1
481,mesprit,defense,105,0
481,mesprit,hp,80,0
481,mesprit,special-attack,105,1
481,mesprit,special-defense,105,1
481,mesprit,speed,80,0
482,azelf,attack,125,2
482,azelf,defense,70,0
482,azelf,hp,75,0
482,azelf,special-attack,125,1
482,azelf,special-defense,70,0
482,azelf,speed,115,0
483,dialga,attack,120,0
483,dialga,defense,120,0
483,dialga,hp,100,0
483,dialga,special-attack,150,3
483,dialga,special-defense,100,0
483,dialga,speed,90,0
484,palkia,attack,120,0
484,palkia,defense,100,0
484,palkia,hp,90,0
484,palkia,special-attack,150,3
484,palkia,special-defense,120,0
484,palkia,speed,100,0
485,heatran,attack,90,0
485,heatran,defense,106,0
485,heatran,hp,91,0
485,heatran,special-attack,130,3
485,heatran,special-defense,106,0
485,heatran,speed,77,0
486,regigigas,attack,160,3
486,regigigas,defense,110,0
486,regigigas,hp,110,0
486,regigigas,special-attack,80,0
486,regigigas,special-defense,110,0
486,regigigas,speed,100,0
487,giratina-altered,attack,100,0
487,giratina-altered,defense,120,0
487,giratina-altered,hp,150,3
487,giratina-altered,special-attack,100,0
487,giratina-altered,special-defense,120,0
487,giratina-altered,speed,90,0
488,cresselia,attack,70,0
488,cresselia,defense,110,0
488,cresselia,hp,120,0
488,cresselia,special-attack,75,0
488,cresselia,special-defense,120,3
488,cresselia,speed,85,0
489,phione,attack,80,0
489,phione,defense,80,0
489,phione,hp,80,1
489,phione,special-attack,80,0
489,phione,special-defense,80,0
489,phione,speed,80,0
490,manaphy,attack,100,0
490,manaphy,defense,100,0
490,manaphy,hp,100,3
490,manaphy,special-attack,100,0
490,manaphy,special-defense,100,0
490,manaphy,speed,100,0
491,darkrai,attack,90,0
491,darkrai,defense,90,0
491,darkrai,hp,70,0
491,darkrai,special-attack,135,2
491,darkrai,special-defense,90,0
491,darkrai,speed,125,1
492,shaymin-land,attack,100,0
492,shaymin-land,defense,100,0
492,shaymin-land,hp,100,3
492,shaymin-land,special-attack,100,0
492,shaymin-land,special-defense,100,0
492,shaymin-land,speed,100,0
493,arceus,attack,120,0
493,arceus,defense,120,0
493,arceus,hp,120,3
493,arceus,special-attack,120,0
493,arceus,special-defense,120,0
493,arceus,speed,120,0
494,victini,attack,100,0
494,victini,defense,100,0
494,victini,hp,100,3
494,victini,special-attack,100,0
494,victini,special-defense,100,0
494,victini,speed,100,0
495,snivy,attack,45,0
495,snivy,defense,55,0
495,snivy,hp,45,0
495,snivy,special-attack,45,0
495,snivy,special-defense,55,0
495,snivy,speed,63,1
496,servine,attack,60,0
496,servine,defense,75,0
496,servine,hp,60,0
496,servine,special-attack,60,0
496,servine,special-defense,75,0
496,servine,speed,83,2
497,serperior,attack,75,0
497,serperior,defense,95,0
497,serperior,hp,75,0
497,serperior,special-attack,75,0
497,serperior,special-defense,95,0
497,serperior,speed,113,3
498,tepig,attack,63,0
498,tepig,defense,45,0
498,tepig,hp,65,1
498,tepig,special-attack,45,0
498,tepig,special-defense,45,0
498,tepig,speed,45,0
499,pignite,attack,93,2
499,pignite,defense,55,0
499,pignite,hp,90,0
499,pignite,special-attack,70,0
499,pignite,special-defense,55,0
499,pignite,speed,55,0
500,emboar,attack,123,3
500,emboar,defense,65,0
500,emboar,hp,110,0
500,emboar,special-attack,100,0
500,emboar,special-defense,65,0
500,emboar,speed,65,0
501,oshawott,attack,55,0
501,oshawott,defense,45,0
501,oshawott,hp,55,0
501,oshawott,special-attack,63,1
501,oshawott,special-defense,45,0
501,oshawott,speed,45,0
502,dewott,attack,75,0
502,dewott,defense,60,0
502,dewott,hp,75,0
502,dewott,special-attack,83,2
502,dewott,special-defense,60,0
502,dewott,speed,60,0
503,samurott,attack,100,0
503,samurott,defense,85,0
503,samurott,hp,95,0
503,samurott,special-attack,108,3
503,samurott,special-defense,70,0
503,samurott,speed,70,0
504,patrat,attack,55,1
504,patrat,defense,39,0
504,patrat,hp,45,0
504,patrat,special-attack,35,0
504,patrat,special-defense,39,0
504,patrat,speed,42,0
505,watchog,attack,85,2
505,watchog,defense,69,0
505,watchog,hp,60,0
505,watchog,special-attack,60,0
505,watchog,special-defense,69,0
505,watchog,speed,77,0
506,lillipup,attack,60,1
506,lillipup,defense,45,0
506,lillipup,hp,45,0
506,lillipup,special-attack,25,0
506,lillipup,special-defense,45,0
506,lillipup,speed,55,0
507,herdier,attack,80,2
507,herdier,defense,65,0
507,herdier,hp,65,0
507,herdier,special-attack,35,0
507,herdier,special-defense,65,0
507,herdier,speed,60,0
508,stoutland,attack,110,3
508,stoutland,defense,90,0
508,stoutland,hp,85,0
508,stoutland,special-attack,45,0
508,stoutland,special-defense,90,0
508,stoutland,speed,80,0
509,purrloin,attack,50,0
509,purrloin,defense,37,0
509,purrloin,hp,41,0
509,purrloin,special-attack,50,0
509,purrloin,special-defense,37,0
509,purrloin,speed,66,1
510,liepard,attack,88,0
510,liepard,defense,50,0
510,liepard,hp,64,0
510,liepard,special-attack,88,0
510,liepard,special-defense,50,0
510,liepard,speed,106,2
511,pansage,attack,53,0
511,pansage,defense,48,0
511,pansage,hp,50,0
511,pansage,special-attack,53,0
511,pansage,special-defense,48,0
511,pansage,speed,64,1
512,simisage,attack,98,0
512,simisage,defense,63,0
512,simisage,hp,75,0
512,simisage,special-attack,98,0
512,simisage,special-defense,63,0
512,simisage,speed,101,2
513,pansear,attack,53,0
513,pansear,defense,48,0
513,pansear,hp,50,0
513,pansear,special-attack,53,0
513,pansear,special-defense,48,0
513,pansear,speed,64,1
514,simisear,attack,98,0
514,simisear,defense,63,0
514,simisear,hp,75,0
514,simisear,special-attack,98,0
514,simisear,special-defense,63,0
514,simisear,speed,101,2
515,panpour,attack,53,0
515,panpour,defense,48,0
515,panpour,hp,50,0
515,panpour,special-attack,53,0
515,panpour,special-defense,48,0
515,panpour,speed,64,1
516,simipour,attack,98,0
516,simipour,defense,63,0
516,simipour,hp,75,0
516,simipour,special-attack,98,0
516,simipour,special-defense,63,0
516,simipour,speed,101,2
517,munna,attack,25,0
517,munna,defense,45,0
517,munna,hp,76,1
517,munna,special-attack,67,0
517,munna,special-defense,55,0
517,munna,speed,24,0
518,musharna,attack,55,0
518,musharna,defense,85,0
518,musharna,hp,116,2
518,musharna,special-attack,107,0
518,musharna,special-defense,95,0
518,musharna,speed,29,0
519,pidove,attack,55,1
519,pidove,defense,50,0
519,pidove,hp,50,0
519,pidove,special-attack,36,0
519,pidove,special-defense,30,0
519,pidove,speed,43,0
520,tranquill,attack,77,2
520,tranquill,defense,62,0
520,tranquill,hp,62,0
520,tranquill,special-attack,50,0
520,tranquill,special-defense,42,0
520,tranquill,speed,65,0
521,unfezant,attack,115,3
521,unfezant,defense,80,0
521,unfezant,hp,80,0
521,unfezant,special-attack,65,0
521,unfezant,special-defense,55,0
521,unfezant,speed,93,0
522,blitzle,attack,60,0
522,blitzle,defense,32,0
522,blitzle,hp,45,0
522,blitzle,special-attack,50,0
522,blitzle,special-defense,32,0
522,blitzle,speed,76,1
523,zebstrika,attack,100,0
523,zebstrika,defense,63,0
523,zebstrika,hp,75,0
523,zebstrika,special-attack,80,0
523,zebstrika,special-defense,63,0
523,zebstrika,speed,116,2
524,roggenrola,attack,75,0
524,roggenrola,defense,85,1
524,roggenrola,hp,55,0
524,roggenrola,special-attack,25,0
524,roggenrola,special-defense,25,0
524,roggenrola,speed,15,0
525,boldore,attack,105,1
525,boldore,defense,105,1
525,boldore,hp,70,0
525,boldore,special-attack,50,0
525,boldore,special-defense,40,0
525,boldore,speed,20,0
526,gigalith,attack,135,3
526,gigalith,defense,130,0
526,gigalith,hp,85,0
526,gigalith,special-attack,60,0
526,gigalith,special-defense,80,0
526,gigalith,speed,25,0
527,woobat,attack,45,0
527,woobat,defense,43,0
527,woobat,hp,65,0
527,woobat,special-attack,55,0
527,woobat,special-defense,43,0
527,woobat,speed,72,1
528,swoobat,attack,57,0
528,swoobat,defense,55,0
528,swoobat,hp,67,0
528,swoobat,special-attack,77,0
528,swoobat,special-defense,55,0
528,swoobat,speed,114,2
529,drilbur,attack,85,1
529,drilbur,defense,40,0
529,drilbur,hp,60,0
529,drilbur,special-attack,30,0
529,drilbur,special-defense,45,0
529,drilbur,speed,68,0
530,excadrill,attack,135,2
530,excadrill,defense,60,0
530,excadrill,hp,110,0
530,excadrill,special-attack,50,0
530,excadrill,special-defense,65,0
530,excadrill,speed,88,0
531,audino,attack,60,0
531,audino,defense,86,0
531,audino,hp,103,2
531,audino,special-attack,60,0
531,audino,special-defense,86,0
531,audino,speed,50,0
532,timburr,attack,80,1
532,timburr,defense,55,0
532,timburr,hp,75,0
532,timburr,special-attack,25,0
532,timburr,special-defense,35,0
532,timburr,speed,35,0
533,gurdurr,attack,105,2
533,gurdurr,defense,85,0
533,gurdurr,hp,85,0
533,gurdurr,special-attack,40,0
533,gurdurr,special-defense,50,0
533,gurdurr,speed,40,0
534,conkeldurr,attack,140,3
534,conkeldurr,defense,95,0
534,conkeldurr,hp,105,0
534,conkeldurr,special-attack,55,0
534,conkeldurr,special-defense,65,0
534,conkeldurr,speed,45,0
535,tympole,attack,50,0
535,tympole,defense,40,0
535,tympole,hp,50,0
535,tympole,special-attack,50,0
535,tympole,special-defense,40,0
535,tympole,speed,64,1
536,palpitoad,attack,65,0
536,palpitoad,defense,55,0
536,palpitoad,hp,75,2
536,palpitoad,special-attack,65,0
536,palpitoad,special-defense,55,0
536,palpitoad,speed,69,0
537,seismitoad,attack,95,0
537,seismitoad,defense,75,0
537,seismitoad,hp,105,3
537,seismitoad,special-attack,85,0
537,seismitoad,special-defense,75,0
537,seismitoad,speed,74,0
538,throh,attack,100,0
538,throh,defense,85,0
538,throh,hp,120,2
538,throh,special-attack,30,0
538,throh,special-defense,85,0
538,throh,speed,45,0
539,sawk,attack,125,2
539,sawk,defense,75,0
539,sawk,hp,75,0
539,sawk,special-attack,30,0
539,sawk,special-defense,75,0
539,sawk,speed,85,0
540,sewaddle,attack,53,0
540,sewaddle,defense,70,1
540,sewaddle,hp,45,0
540,sewaddle,special-attack,40,0
540,sewaddle,special-defense,60,0
540,sewaddle,speed,42,0
541,swadloon,attack,63,0
541,swadloon,defense,90,2
541,swadloon,hp,55,0
541,swadloon,special-attack,50,0
541,swadloon,special-defense,80,0
541,swadloon,speed,42,0
542,leavanny,attack,103,3
542,leavanny,defense,80,0
542,leavanny,hp,75,0
542,leavanny,special-attack,70,0
542,leavanny,special-defense,80,0
542,leavanny,speed,92,0
543,venipede,attack,45,0
543,venipede,defense,59,1
543,venipede,hp,30,0
543,venipede,special-attack,30,0
543,venipede,special-defense,39,0
543,venipede,speed,57,0
544,whirlipede,attack,55,0
544,whirlipede,defense,99,2
544,whirlipede,hp,40,0
544,whirlipede,special-attack,40,0
544,whirlipede,special-defense,79,0
544,whirlipede,speed,47,0
545,scolipede,attack,100,0
545,scolipede,defense,89,0
545,scolipede,hp,60,0
545,scolipede,special-attack,55,0
545,scolipede,special-defense,69,0
545,scolipede,speed,112,3
546,cottonee,attack,27,0
546,cottonee,defense,60,0
546,cottonee,hp,40,0
546,cottonee,special-attack,37,0
546,cottonee,special-defense,50,0
546,cottonee,speed,66,1
547,whimsicott,attack,67,0
547,whimsicott,defense,85,0
547,whimsicott,hp,60,0
547,whimsicott,special-attack,77,0
547,whimsicott,special-defense,75,0
547,whimsicott,speed,116,2
548,petilil,attack,35,0
548,petilil,defense,50,0
548,petilil,hp,45,0
548,petilil,special-attack,70,1
548,petilil,special-defense,50,0
548,petilil,speed,30,0
549,lilligant,attack,60,0
549,lilligant,defense,75,0
549,lilligant,hp,70,0
549,lilligant,special-attack,110,2
549,lilligant,special-defense,75,0
549,lilligant,speed,90,0
550,basculin-red-striped,attack,92,0
550,basculin-red-striped,defense,65,0
550,basculin-red-striped,hp,70,0
550,basculin-red-striped,special-attack,80,0
550,basculin-red-striped,special-defense,55,0
550,basculin-red-striped,speed,98,2
551,sandile,attack,72,1
551,sandile,defense,35,0
551,sandile,hp,50,0
551,sandile,special-attack,35,0
